Key,UsedInMainMenu,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
concreteGroupDesc,,blocks,Block,--,A very flexible building material. Place and wait for the concrete to set. Can be upgraded to reinforced concrete.,"Offrant une bonne protection, le béton est un matériau de construction très souple qui vous permet de fabriquer de nombreuses formes. Peut être amélioré.",Ein sehr flexibles Baumaterial. Braucht Zeit zum Aushärten. Kann zu verstärktem Beton aufgewertet werden.,,"El hormigón ofrece una buena protección y es un material de construcción muy flexible, por lo que se puede moldear mientras se usa. Se puede mejorar.",
concreteHalf,,blocks,Block,--,Concrete 1/2 Block,1/2 de bloc de béton,1/2 Betonblock,,1/2 de bloque de hormigón,
concreteHalfCentered,,blocks,Block,newKey,Concrete 1/2 Block CTR,,,,,
concreteHalfCNRInside2,,blocks,Block,newKey,Concrete 1/2 Block Corner Inside 2,,,,,
concreteHalfPlate,,blocks,Block,newKey,Concrete Half Plate,,,,,
concreteHalfRampStairs50,,blocks,Block,newKey,Concrete 1/2 Ramp,,,,,
concreteHalfRampStairs50Filler,,blocks,Block,newKey,Concrete 1/2 Ramp Filler,,,,,
concreteNoUpgradeGroupDesc,,blocks,Block,newKey,A very flexible building material. This block can not be upgraded and is likely only found in the creative menu.,,,,,
concretePillar100,,blocks,Block,--,Concrete Pillar 100,Pilier 100 en béton,Betonsäule 100,,Pilar de hormigón 100,
concretePillar100Cap,,blocks,Block,newKey,Concrete Pillar 100 Cap,,,,,
concretePillar50,,blocks,Block,--,Concrete Pillar 50,Pilier 50 en béton,Betonsäule 50,,Pilar de hormigón 50,
concretePlate,,blocks,Block,--,Concrete Plate,Plaque en béton,Betonplatte,,Placa de hormigón,
concretePlateBroke01,,blocks,Block,newKey,Concrete Plate Broke 01,,,,,
concretePlateBroke02,,blocks,Block,newKey,Concrete Plate Broke 02,,,,,
concretePlateBroke03,,blocks,Block,newKey,Concrete Plate Broke 03,,,,,
concretePlateBroke04,,blocks,Block,newKey,Concrete Plate Broke 04,,,,,
concretePlateCorner,,blocks,Block,newKey,Concrete Plate Corner,,,,,
concretePlateCrooked,,blocks,Block,newKey,Concrete Plate Crooked,,,,,
concretePlateOffset,,blocks,Block,newKey,Concrete Plate Offset,,,,,
concretePlateRamp,,blocks,Block,newKey,Concrete Plate Ramp,,,,,
concretePole,,blocks,Block,--,Concrete Pole,Poteau en béton,Betonpfosten,,Poste de hormigón,
concretePoleSCTR,,blocks,Block,newKey,Concrete Pole SCTR,,,,,
concretePyramid,,blocks,Block,--,Concrete Pyramid,Pyramide en béton,Betonpyramide,,Pirámide de hormigón,
concretePyramid1m,,blocks,Block,newKey,Concrete Pyramid 1m,,,,,
concreteQuarter,,blocks,Block,--,Concrete 1/4 Block,1/4 de bloc de béton,1/4 Betonblock,,1/4 de bloque de hormigón,
concreteQuarterCNR,,blocks,Block,newKey,Concrete 1/4 Corner,,,,,
concreteQuarterCNR3Way,,blocks,Block,newKey,Concrete 1/4 Corner 3Way,,,,,
concreteQuarterSCtr,,blocks,Block,newKey,Concrete 1/4 SCtr,,,,,
concreteQuarterTeeSCtr,,blocks,Block,newKey,Concrete 1/4 T SCtr,,,,,
concreteRamp,,blocks,Block,--,Concrete Ramp,Rampe en béton,Betonrampe,,Rampa de hormigón,
concreteStairs25,,blocks,Block,--,Concrete Stairs,Escaliers en béton,Betonstufen,,Escaleras de hormigón,
concreteStairs25CornerCNR,,blocks,Block,--,Concrete Stairs Corner,,Beton Stufenecke,,,
concreteStairs50,,blocks,Block,--,Concrete Stairs50,Escaliers 50 en béton,Betonstufen 50,,Escaleras de hormigón 50,
concreteStairsFilledRailingLeft,,blocks,Block,newKey,"Concrete Stairs, Railing Left",,,,,
concreteStairsFilledRailingRight,,blocks,Block,newKey,"Concrete Stairs, Railing Right",,,,,
concreteSupport,,blocks,Block,--,Concrete Support,Support en béton,Betonstütze,,Soporte de hormigón,
concreteTubeCenter,,blocks,Block,newKey,Concrete Tube 3m Center,,,,,
concreteTubeCorner,,blocks,Block,newKey,Concrete Tube 3m Corner,,,,,
concreteTunnelCenter,,blocks,Block,newKey,Concrete Tunnel 3m Center,,,,,
concreteTunnelCorner,,blocks,Block,newKey,Concrete Tunnel 3m Corner,,,,,
concreteWedge,,blocks,Block,--,Concrete Wedge,Pente en béton,Betonschräge,,Cuña de hormigón,
concreteWedgeCNRInsideBottom,,blocks,Block,--,Concrete Wedge Inside Corner Bottom,,Beton Schräge Innenecke Unten,,,
concreteWedgeCNRInsideSteepBase,,blocks,Block,newKey,Concrete Wedge Steep Inside Corner Base,,,,,
concreteWedgeCNRInsideSteepTop,,blocks,Block,newKey,Concrete Wedge Steep Inside Corner Top,,,,,
concreteWedgeCNRInsideTop,,blocks,Block,--,Concrete Wedge Inside Corner Top,,Beton Schräge Innenecke Oben,,,
concreteWedgeCNRSteepBase,,blocks,Block,newKey,Concrete Wedge Steep Corner Base,,,,,
concreteWedgeCNRSteepTop,,blocks,Block,newKey,Concrete Wedge Steep Corner Top,,,,,
concreteWedgeIncline,,blocks,Block,--,Concrete Wedge Incline,,Beton Dachvorsprung,,,
concreteWedgeInclineCornerTop,,blocks,Block,newKey,Concrete Wedge Incline Corner Top,,,,,
concreteWedgeNarrowHigh,,blocks,Block,newKey,Concrete Narrow Wedge High,,,,,
concreteWedgeNarrowLow,,blocks,Block,newKey,Concrete Narrow Wedge Low,,,,,
concreteWedgeNarrowMid,,blocks,Block,newKey,Concrete Narrow Wedge Mid,,,,,
concreteWedgeNarrowTip,,blocks,Block,newKey,Concrete Narrow Wedge Tip,,,,,
concreteWedgeStairs,,blocks,Block,newKey,Concrete Wedge Stairs,,,,,
concreteWedgeTip,,blocks,Block,--,Concrete Wedge Tip,Sommet de pente en béton,Betonschrägenspitze,,Punta de cuña de hormigón,
concreteWedgeTipCNRFullBottom,,blocks,Block,--,Concrete Wedge Full Corner Bottom,,Beton Schrägenspitze Komplette Ecke Unten,,,
concreteWedgeTipCNRFullTop,,blocks,Block,--,Concrete Wedge Full Corner Top,,Beton Schrägenspitze Komplette Ecke Oben,,,
concreteWedgeTipStairs,,blocks,Block,newKey,Concrete Wedge Tip Stairs,,,,,
concreteWindowArch3MCNR,,blocks,Block,newKey,Concrete 3m Arch Window Corner,,,,,
concreteWindowArch3MCTR,,blocks,Block,newKey,Concrete 3m Arch Window Center,,,,,
concreteWindowArch3MTip,,blocks,Block,newKey,Concrete 3m Arch Window Tip,,,,,
conduit01,,blocks,Block,--,Conduit01,Conduite 01,Leitung 01,,Conducto01,
conduit01Corner,,blocks,Block,--,Conduit01 Corner,Angle de conduite 01,Leitung 01 – Ecke,,Esquina de conducto01,
conduit01Curve,,blocks,Block,--,Conduit01 Curve,Conduite 01 incurvée,Leitung 01 – Krümmung,,Curva de conducto01,
conduit01End,,blocks,Block,--,Conduit01 End,Extrémité de conduite 01,Leitung 01 – Ende,,Boca de conducto01,
controlPanelBase01,,blocks,Block,--,Control Panel Base 01,Bas de panneau de contrôle 01,Basis-Bedienfeld 01,,Base01 de panel de control,
controlPanelBase02,,blocks,Block,--,Control Panel Base 02,Bas de panneau de contrôle 02,Basis-Bedienfeld 02,,Base02 de panel de control,
controlPanelBase03,,blocks,Block,--,Control Panel Base 03,Bas de panneau de contrôle 03,Basis-Bedienfeld 03,,Base03 de panel de control,
controlPanelBase04,,blocks,Block,--,Control Panel Base 04,Bas de panneau de contrôle 04,Basis-Bedienfeld 04,,Base04 de panel de control,
controlPanelBase05,,blocks,Block,--,Control Panel Base 05,Bas de panneau de contrôle 05,Basis-Bedienfeld 05,,Base05 de panel de control,
controlPanelBase06,,blocks,Block,--,Control Panel Base 06,Bas de panneau de contrôle 06,Basis-Bedienfeld 06,,Base06 de panel de control,
controlPanelBase07,,blocks,Block,--,Control Panel Base 07,Bas de panneau de contrôle 07,Basis-Bedienfeld 07,,Base07 de panel de control,
controlPanelBase08,,blocks,Block,--,Control Panel Base 08,Bas de panneau de contrôle 08,Basis-Bedienfeld 08,,Base08 de panel de control,
controlPanelCorner,,blocks,Block,--,Control Panel Corner,Angle de panneau de contrôle,Bedienfeld – Ecke,,Esquina de panel de control,
controlPanelTop01,,blocks,Block,--,Control Panel Top 01,Haut de panneau de contrôle 01,Oberes Bedienfeld 01,,Parte superior01 de panel de control,
controlPanelTop02,,blocks,Block,--,Control Panel Top 02,Haut de panneau de contrôle 02,Oberes Bedienfeld 02,,Parte superior02 de panel de control,
controlPanelTop03,,blocks,Block,--,Control Panel Top 03,Haut de panneau de contrôle 03,Oberes Bedienfeld 03,,Parte superior03 de panel de control,
controlPanelTop04,,blocks,Block,--,Control Panel Top 04,Haut de panneau de contrôle 04,Oberes Bedienfeld 04,,Parte superior04 de panel de control,
controlPanelTop05,,blocks,Block,--,Control Panel Top 05,Haut de panneau de contrôle 05,Oberes Bedienfeld 05,,Parte superior05 de panel de control,
controlPanelTop06,,blocks,Block,--,Control Panel Top 06,Haut de panneau de contrôle 06,Oberes Bedienfeld 06,,Parte superior06 de panel de control,
controlPanelTop07,,blocks,Block,--,Control Panel Top 07,Haut de panneau de contrôle 07,Oberes Bedienfeld 07,,Parte superior07 de panel de control,
corrugatedMetalBlock,,blocks,Block,--,Corr. Metal Block,Bloc de tôle,Wellblech – Block,,Bloque de metal corrugado,
corrugatedMetalCNRFull,,blocks,Block,--,Corr. Metal Corner Full,Angle complet de tôle,Wellblech – Komplette Ecke,,Esquina de metal corrugado,
corrugatedMetalCNRIncline,,blocks,Block,newKey,Corrugated Metal CNR Incline,,,,,
corrugatedMetalCNRInside,,blocks,Block,--,Corr. Metal Corner Inside,Angle intérieur de tôle,Wellblech – Innenecke,,Esquina interior de metal corrugado,
corrugatedMetalCNRRamp,,blocks,Block,--,Corr. Metal Corner Ramp,Rampe d'angle en tôle,Wellblech – Rampenecke,,Esquina de rampa de metal corrugado,
corrugatedMetalCNRRound,,blocks,Block,newKey,Corr. Metal Corner Round,,,,,
corrugatedMetalCNRRoundTop,,blocks,Block,newKey,Corr. Metal Corner Round Top,,,,,
corrugatedMetalCTRPlate,,blocks,Block,--,Corr. Metal Center Plate,Plaque de tôle centrale,Wellblechplatte – Mittig,,Placa central de metal corrugado,
corrugatedMetalCTRQuarter,,blocks,Block,newKey,Corr. Metal 1/4 Block Centered,,,,,
corrugatedMetalGable,,blocks,Block,--,Corr. Metal Gable,Pignon en tôle,Wellblech – Giebel,,Frontón de metal corrugado,
corrugatedMetalGable1m,,blocks,Block,newKey,Corr. Metal Gable 1m,,,,,
corrugatedMetalGable1mHalf,,blocks,Block,newKey,Corr. Metal Gable 1m Half,,,,,
corrugatedMetalGable3QuarterHalf,,blocks,Block,newKey,Corr. Metal Gable 3 Quarter Half,,,,,
corrugatedMetalGableHalf,,blocks,Block,newKey,Corr. Metal Gable Half,,,,,
corrugatedMetalGableInvertedQuarterHalf,,blocks,Block,newKey,Corr. Metal Gable Inverted Quarter Half,,,,,
corrugatedMetalGableInvertedRampHalf,,blocks,Block,newKey,Corr. Metal Gable Inverted Ramp Half,,,,,
corrugatedMetalGableInvertedSteepHalf,,blocks,Block,newKey,Corr. Metal Gable Inverted Steep Half,,,,,
corrugatedMetalGableQuarterHalf,,blocks,Block,newKey,Corr. Metal Gable Quarter Half,,,,,
corrugatedMetalHalfRampStairs50Filler,,blocks,Block,newKey,Corr. Metal 1/2 Ramp Filler,,,,,
corrugatedMetalInclineTipHalf1,,blocks,Block,newKey,Corr. Metal Incline Tip Half 1,,,,,
corrugatedMetalInclineTipHalf2,,blocks,Block,newKey,Corr. Metal Incline Tip Half 2,,,,,
corrugatedMetalPillar0.025,,blocks,Block,newKey,Corr. Metal Pillar 2.5cm,,,,,
corrugatedMetalPillar0.025CTR,,blocks,Block,newKey,Corr. Metal Pillar 2.5cm Centered,,,,,
corrugatedMetalPillar0.025SCTR,,blocks,Block,newKey,Corr. Metal Pillar 2.5cm SCtr,,,,,
corrugatedMetalPillar0.05,,blocks,Block,newKey,Corr. Metal Pillar 5cm,,,,,
corrugatedMetalPillar0.05CTR,,blocks,Block,newKey,Corr. Metal Pillar 5cm Centered,,,,,
corrugatedMetalPillar0.05SCTR,,blocks,Block,newKey,Corr. Metal Pillar 5cm SCtr,,,,,
corrugatedMetalPillar100,,blocks,Block,--,Corr. Metal Pillar 100,Pilier 100 en tôle,Wellblech – Säule 100,,Pilar de metal corrugado 100,
corrugatedMetalPillar50,,blocks,Block,--,Corr. Metal Pillar 50,Pilier 50 en tôle,Wellblech – Säule 50,,Pilar de metal corrugado 50,
corrugatedMetalPlate,,blocks,Block,newKey,Corr. Metal Plate,,,,,
corrugatedMetalPlateOffset,,blocks,Block,newKey,Corr. Metal Plate Offset,,,,,
corrugatedMetalPole,,blocks,Block,--,Corr. Metal Pole,Poteau en fer rouillé,Rostiger Eisenpfosten,,Poste de hierro oxidado,
corrugatedMetalPoleSCTR,,blocks,Block,newKey,Corr. Metal Pole SCTR,,,,,
corrugatedMetalRamp,,blocks,Block,--,Corr. Metal Ramp,Rampe en tôle,Wellblechrampe,,Rampa de metal corrugado,
corrugatedMetalRampInclineFillerHalf1,,blocks,Block,newKey,Corr. Metal Ramp Incline Filler Half 1,,,,,
corrugatedMetalRampInclineFillerHalf2,,blocks,Block,newKey,Corr. Metal Ramp Incline Filler Half 2,,,,,
corrugatedMetalRampInclineHalf1,,blocks,Block,newKey,Corr. Metal Ramp Incline Half 1,,,,,
corrugatedMetalRampInclineHalf2,,blocks,Block,newKey,Corr. Metal Ramp Incline Half 2,,,,,
corrugatedMetalRampInclineInsideCNR,,blocks,Block,newKey,Corr. Metal Ramp Incline Inside Corner,,,,,
corrugatedMetalRampInclineInsideCNRFiller,,blocks,Block,newKey,Corr. Metal Ramp Incline Inside Corner Filler,,,,,
corrugatedMetalRampInclineOutsideCNR,,blocks,Block,newKey,Corr. Metal Ramp Incline Outside Corner,,,,,
corrugatedMetalRampInclineOutsideCNRFiller,,blocks,Block,newKey,Corr. Metal Ramp Incline Outside Corner Filler,,,,,
corrugatedMetalRampSheet,,blocks,Block,newKey,Corr. Metal Ramp Sheet,,,,,
corrugatedMetalSheet,,blocks,Block,--,Corr. Metal Sheet,Plaque de tôle,Wellblech – Platte,,Lámina de metal corrugado,
corrugatedMetalSheetBent1,,blocks,Block,newKey,Corr. Metal Sheet Bent 1,,,,,
corrugatedMetalSheetBent2,,blocks,Block,newKey,Corr. Metal Sheet Bent 2,,,,,
corrugatedMetalSheetBent3,,blocks,Block,newKey,Corr. Metal Sheet Bent 3,,,,,
corrugatedMetalSheetBent4,,blocks,Block,newKey,Corr. Metal Sheet Bent 4,,,,,
corrugatedMetalStairs25,,blocks,Block,--,Corr. Metal Stairs 25,Escalier 25 en fer rouillé,Rostige Eisenstufen 25,,Escaleras de hierro oxidadas 25,
corrugatedMetalTubeCenter,,blocks,Block,newKey,Corr. Metal Tube 3m Center,,,,,
corrugatedMetalTubeCorner,,blocks,Block,newKey,Corr. Metal Tube 3m Corner,,,,,
corrugatedMetalTunnelCenter,,blocks,Block,newKey,Corr. Metal Tunnel 3m Center,,,,,
corrugatedMetalTunnelCorner,,blocks,Block,newKey,Corr. Metal Tunnel 3m Corner,,,,,
corrugatedMetalWedge,,blocks,Block,newKey,Corr. Metal Wedge,,,,,
corrugatedMetalWedgeIncline,,blocks,Block,newKey,Corr. Metal Wedge Incline,,,,,
corrugatedMetalWedgeNarrowHigh,,blocks,Block,newKey,Corr. Metal Narrow Wedge High,,,,,
corrugatedMetalWedgeNarrowLow,,blocks,Block,newKey,Corr. Metal Narrow Wedge Low,,,,,
corrugatedMetalWedgeNarrowMid,,blocks,Block,newKey,Corr. Metal Narrow Wedge Mid,,,,,
corrugatedMetalWedgeNarrowTip,,blocks,Block,newKey,Corr. Metal Narrow Wedge Tip,,,,,
corrugatedMetalWedgeTip,,blocks,Block,newKey,Corr. Metal Wedge Tip,,,,,
corrugatedMetalWedgeTipHalf1,,blocks,Block,newKey,Corr. Metal Wedge Tip Half 1,,,,,
corrugatedMetalWedgeTipHalf2,,blocks,Block,newKey,Corr. Metal Wedge Tip Half 2,,,,,
corrugatedRampIncline,,blocks,Block,newKey,Corrugated Ramp Incline,,,,,
corrugatedRampInclineFiller,,blocks,Block,newKey,Corrugated Ramp Incline Filler,,,,,
couchSofa01,,blocks,Block,--,Sofa 01,Canapé 01,Ledersofa 01,,Sofá 01,
creativeMenuBlockGroupDesc,,blocks,Block,newKey,This building block or decoration is only available in the creative menu.,,,,,
crossHelper,,blocks,Block,newKey,Cross Helper,,,,,
crushedCars,,blocks,Block,newKey,Crushed Cars,,,,,
crushedCarsDesc,,blocks,Block,newKey,These have seen better days.,,,,,
curtain_bottom1Sheet3,,blocks,Block,--,Curtain 1 Bottom,Pan 3 et bas de rideaux 1,Vorhang 1 Unten,,Lámina3 de base1 de cortina,
curtain_top1Sheet3,,blocks,Block,--,Curtain 1 Top,Pan 3 de haut de rideaux 1,Vorhang 1 Oben,,Lámina3 superior1 de cortina,
decoBasketBallHoop,,blocks,Block,newKey,Basketball Hoop,,,,,
decoBenchPress,,blocks,Block,newKey,Bench Press,,,,,
decoCarBackBumperFlipped,,blocks,Block,newKey,Car Back Bumper Flipped,,,,,
decoCarBackBumperUpright,,blocks,Block,newKey,Car Back Bumper Upright,,,,,
decoCarBackDoorFlat,,blocks,Block,newKey,Car Back Door Flat,,,,,
decoCarBackDoorFlipped,,blocks,Block,newKey,Car Back Door Flipped,,,,,
decoCarFenderFlat,,blocks,Block,newKey,Car Fender Flat,,,,,
decoCarFenderFlipped,,blocks,Block,newKey,Car Fender Flipped,,,,,
decoCarFrontBumperFlat,,blocks,Block,newKey,Car Front Bumper Flat,,,,,
decoCarFrontBumperFlipped,,blocks,Block,newKey,Car Front Bumper Flipped,,,,,
decoCarFrontDoorFlat,,blocks,Block,newKey,Car Front Door Flat,,,,,
decoCarFrontDoorFlipped,,blocks,Block,newKey,Car Front Door Flipped,,,,,
decoCarHoodFlat,,blocks,Block,newKey,Car Hood Flat,,,,,
decoCarHoodFlipped,,blocks,Block,newKey,Car Hood Flipped,,,,,
decoCarMotorFlat,,blocks,Block,newKey,Car Motor Flat,,,,,
decoCarMotorFlipped,,blocks,Block,newKey,Car Motor Flipped,,,,,
decoCarPartsRamp,,blocks,Block,newKey,Car Parts Ramp,,,,,
decoCarRadiatorFlat,,blocks,Block,newKey,Car Radiator Flat,,,,,
decoCarRadiatorFlipped,,blocks,Block,newKey,Car Radiator Flipped,,,,,
decoCarSeatFlipped,,blocks,Block,newKey,Car Seat Flipped,,,,,
decoCarSeatUpright,,blocks,Block,newKey,Car Seat Upright,,,,,
decoCarTireFlat,,blocks,Block,newKey,Car Tire Flat,,,,,
decoCarTirePile,,blocks,Block,newKey,Car Tire Pile,,,,,
decoCarTireSmallFlat,,blocks,Block,newKey,Car Tire Small Flat,,,,,
decoCarTireStack,,blocks,Block,newKey,Car Tire Stack,,,,,
decoCarTrunkLidFlat,,blocks,Block,newKey,Car Trunk Lid Flat,,,,,
decoCarTrunkLidFlipped,,blocks,Block,newKey,Car Trunk Lid Flipped,,,,,
decoCarWheelFlat,,blocks,Block,newKey,Car Wheel Flat,,,,,
decoClassicDogHouse,,blocks,Block,newKey,Dog House,,,,,
decoClawFootBathTub,,blocks,Block,newKey,Claw Foot Tub,,,,,
decoComputerDeskTopPC,,blocks,Block,newKey,Desktop PC,,,,,
decoComputerMonitor,,blocks,Block,newKey,Monitor,,,,,
decoComputerMonitorKeyboardMouse,,blocks,Block,newKey,Monitor / Keyboard / Mouse,,,,,
decoComputerMonitorKeyboardMousePC,,blocks,Block,newKey,Monitor / Keyboard / Mouse / PC,,,,,
decoCookingPot,,blocks,Block,--,Cooking Pot (POI),Marmite,Kochtopf,,Olla,
decoCowSkull,,blocks,Block,newKey,Cow Skull,,,,,
decoHandTruck,,blocks,Block,newKey,Hand Truck,,,,,
decoHoistChain,,blocks,Block,newKey,Hoist Chain,,,,,
decoHoistHook,,blocks,Block,newKey,Hoist Hook,,,,,
decoHoistMagnet,,blocks,Block,newKey,Hoist Magnet,,,,,
decoHoistSpreader,,blocks,Block,newKey,Hoist Spreader,,,,,
decoHoistTopMount,,blocks,Block,newKey,Hoist Top Mount,,,,,
decoLargePetCage,,blocks,Block,newKey,Large Pet Cage,,,,,
decoMetalSlide,,blocks,Block,newKey,Metal Slide,,,,,
decoPicnicTable,,blocks,Block,newKey,Picnic Table,,,,,
decoPoolTable,,blocks,Block,newKey,Pool Table,,,,,
decoPumpkinJackOLantern,,blocks,Block,newKey,Jack o' Lantern,,,,,
decoPumpkinJackOLanternDesc,,blocks,Block,newKey,A must-have for scaring those zombies right back.,,,,,
decoReptileTerrarium,,blocks,Block,newKey,Reptile Terrarium,,,,,
decoStationaryBike,,blocks,Block,newKey,Stationary Bike,,,,,
decoSwingSet,,blocks,Block,newKey,Swing Set,,,,,
decoTreadmill,,blocks,Block,newKey,Treadmill,,,,,
decoWeightBar,,blocks,Block,newKey,Weight Bar,,,,,
decoWildWestWagon,,blocks,Block,newKey,Wild West Wagon,,,,,
decoWildWestWagonWheelBack,,blocks,Block,newKey,Wild West Wagon Wheel Back,,,,,
decoWildWestWagonWheelFront,,blocks,Block,newKey,Wild West Wagon Wheel Front,,,,,
decoWoodCTRQuarterSquareTop,,blocks,Block,newKey,Wood 1/4 Block Centered Square Top,,,,,
decoWoodPillar50SquareTop,,blocks,Block,newKey,Wood Pillar 50 Square Top,,,,,
deprecatedItemBlockDesc,,blocks,Block,newKey,This item or block has been removed from the game or is planned to be removed. The ID persists for savegame compatibility.,,,,,
devOnlyGroupDesc,,blocks,Block,newKey,Only use for development and testing.,,,,,
driftwood,,blocks,Block,--,Driftwood,Bois flottant,Treibholz,,Madera flotante,
driftwood2,,blocks,Block,--,Driftwood 2,Bois flottant 2,Treibholz 2,,Madera flotante 2,
ductControlPanel,,blocks,Block,--,Duct Control Panel,Conduit de panneau de contrôle,Kanal-Bedienfeld,,Panel de control de conducto,
ductControlPanelCorner,,blocks,Block,--,Duct Control Panel Corner,Angle de conduit de panneau de contrôle,Kanal-Bedienfeld – Ecke,,Esquina de panel de control de conducto,
ductSoft,,blocks,Block,--,Duct Soft,Conduit souple,Luftschacht,,Conducto flexible,
ductSoftCorner,,blocks,Block,--,Duct Soft Corner,Angle de conduit souple,Luftschacht – Ecke,,Esquina de conducto flexible,
ductSoftCorner2,,blocks,Block,--,Duct Soft Corner 2,Angle de conduit souple 2,Luftschacht – Ecke 2,,Esquina 2 de conducto flexible,
electricalBox01,,blocks,Block,--,Electrical Box 01,Boîtier électrique 01,Elektrokasten 01,,Cuadro01 eléctrico,
emberPileDeco1,,blocks,Block,--,Ember Pile 1 Deco,Tas de braises 1,Gluthaufen 1,,Montón 1 de brasas,
emberPileDeco2,,blocks,Block,--,Ember Pile 2 Deco,Tas de braises 2,Gluthaufen 2,,Montón 2 de brasas,
emberPileDeco3,,blocks,Block,--,Ember Pile 3 Deco,Tas de braises 3,Gluthaufen 3,,Montón 3 de brasas,
